epoch,train_loss,val_loss
1,0.6264266826311747,0.5855708470344544
2,0.589170884291331,0.5801758501052856
3,0.5720050631205241,0.5678186937332154
4,0.5633055267333984,0.564889621257782
5,0.5510204489072164,0.5648202768325805
6,0.5471736568450928,0.5595872383117676
7,0.5419094348430633,0.5616506616592407
8,0.5315243756930034,0.5653855430603028
