epoch,train_loss,val_loss
1,0.6064902906417846,0.5676983184814454
2,0.5465061025301615,0.5531699505805969
3,0.5342089219093322,0.556739865398407
4,0.5241635454336803,0.5550513208866119
5,0.5133375180244446,0.5619777718067169
6,0.5031843448638916,0.5570049758434296
7,0.48933456172943113,0.5742824006080628
