epoch,train_loss,val_loss
1,0.620469718949,0.5750735049247742
2,0.5636511502265931,0.5615777530670166
3,0.5372054091294607,0.5561275035858154
4,0.5248973328272502,0.5544409230232239
5,0.5089260715166728,0.560368843460083
6,0.499211536916097,0.5807585083007812
7,0.4950067341168721,0.5805028503417968
8,0.47536682818730674,0.590460097694397
9,0.4701940713087718,0.5998347317695618
10,0.4648245007197062,0.6113724810600281
11,0.4531505035877228,0.6246519962310791
