epoch,train_loss,val_loss
1,0.7335722924868265,0.6376750276565551
2,0.6316949268658956,0.6404457144737243
3,0.6243148806571961,0.6326744968414306
4,0.6202818420092265,0.6099457355499267
5,0.60820504322052,0.6092332623481751
6,0.6027972142855327,0.5964844913482666
