epoch,train_loss,val_loss
1,0.6371908541997274,0.5896489792823791
2,0.591439282766978,0.597308493900299
3,0.5814983058611551,0.5722683059692383
4,0.5762417551676432,0.5715917497634888
5,0.567676036898295,0.5769751169204712
6,0.5664284460067749,0.578197952079773
7,0.5631463476975759,0.5800011924743652
